text,label
feeling abdominal yellowish itching skin pain appetite eyes yellowing nausea vomiting of loss of,
my main issue is loss diarrhoea abnormal fast rate mood weight hunger muscle excessive irritability restlessness swings menstruation heart weakness sweating fatigue,Endocrinology
i feel itching weight skin high vomiting abdominal urine dark fever loss fatigue pain yellowish lately,Gastroenterology
i have headache body vomiting side weakness one of,Neurology
having skin nose rash crust yellow high sore ooze around blister fever red,Dermatology
having appetite yellowish urine loss of skin nausea pain yellowing fever muscle vomiting joint dark mild of pain diarrhoea eyes,Gastroenterology
i have blood swollen cramps vessels fatigue bruising on prominent veins swollen obesity legs calf,Cardiology
having itching skin rash nodal dischromic eruptions skin patches,Dermatology
dealing with swings eyes depression swollen dizziness fatigue cold brittle nails gain weight menstruation feets lethargy thyroid and abnormal extremeties enlarged irritability and hands mood puffy face,Endocrinology
suffering from nausea skin joint loss of pain vomiting yellowing pain eyes appetite yellowish dark urine fatigue abdominal of,Gastroenterology
i have rash blackheads skin filled pus scurring pimples,Dermatology
i have patches eruptions skin skin rash nodal dischromic,Dermatology
i am having continuous from eyes chills watering sneezing shivering,Dermatology
experiencing hunger vomiting and drying lips slurred and distorted vision tingling irritability anxiety fatigue headache excessive nausea speech palpitations sweating blurred,Endocrinology
i am having stiffness muscle walking weakness neck movement swelling stiff joints painful,Orthopedics
i think it's headache weakness one altered sensorium vomiting side body of,Neurology
i think it's sputum history fever mucoid family high fatigue cough breathlessness,Pulmonology
feeling joint fever diarrhoea yellowish yellowing of vomiting of pain urine abdominal skin dark eyes loss pain appetite muscle mild pain,Gastroenterology
having pain yellowing loss appetite dark skin eyes pain of of fatigue abdominal yellowish vomiting urine nausea joint,Gastroenterology
i feel rash pain micturition burning skin itching spotting stomach urination lately,Dermatology
i feel abdominal of eyes skin vomiting nausea dark yellowish appetite urine loss fatigue pain yellowing of lately,Gastroenterology
having nausea pain chills toxic fatigue vomiting look belly fever high constipation abdominal headache pain (typhos) diarrhoea,Infectious
dealing with history of nausea yellowing skin of yellowish eyes family appetite loss,Gastroenterology
dealing with of high lymph itching fever malaise fever skin nodes loss fatigue headache spots mild appetite rash lethargy swelled over red body,Infectious
i feel balance pain in of loss back weakness neck dizziness pain limbs lately,Neurology
i feel of yellowish appetite pain skin of vomiting itching loss yellowing eyes abdominal lately,
feeling muscle appetite pain of joint pain nausea fever skin yellowish pain eyes loss mild abdominal yellowing vomiting of diarrhoea,Gastroenterology
dealing with malaise smell chest throat sneezing of loss cough nodes muscle of redness runny pressure congestion pain eyes phlegm swelled lymph fever nose headache high chills fatigue continuous pain irritation sinus,Pulmonology
dealing with lethargy receiving eyes skin yellowing transfusion receiving loss itching unsterile appetite of fatigue pain injections of malaise urine yellowish yellow abdominal blood,Gastroenterology
i am having loss of unsteadiness headache vomiting spinning movements balance,
suffering from acidity on cough stomach tongue ulcers chest vomiting pain pain,Gastroenterology
my main issue is consumption pain of history of of stomach yellowish swelling abdominal abdomen distention skin overload alcohol vomiting fluid,Gastroenterology
dealing with dizziness swollen abnormal puffy gain swings enlarged cold fatigue weight menstruation face nails eyes mood lethargy irritability extremeties feets hands brittle depression and thyroid and,Endocrinology
suffering from knee pain pain painful joint pain joints neck pain swelling joint walking hip,Orthopedics
having feel smell bladder micturition urine discomfort of urine burning foul continuous of,Urology
having abdominal vomiting urine yellowish high pain skin fever dark itching fatigue,Gastroenterology
my main issue is urine discomfort burning bladder foul continuous urine feel of of smell micturition,Urology
suffering from cough rusty fast breathlessness sweating phlegm chest fever sputum heart fatigue rate high malaise chills pain,Pulmonology
i have sensorium weakness one of body vomiting side altered headache,Neurology
i think it's swollen vessels prominent legs obesity veins cramps blood on bruising swollen calf,Cardiology
i have hunger restlessness muscle fast weakness loss abnormal swings mood weight heart diarrhoea fatigue irritability rate menstruation excessive sweating,Endocrinology
experiencing lethargy over of rash appetite loss skin body fatigue high headache fever itching malaise nodes mild lymph spots red fever swelled,Infectious
feeling swelled cough nose lymph eyes smell high irritation malaise chest sneezing fever headache pain phlegm muscle of throat pressure pain nodes congestion chills of sinus fatigue redness runny loss continuous,Pulmonology
i think it's weight of yellowing appetite high lymph loss vomiting chest fever of in swelled cough mild pain nodes chills malaise sputum breathlessness phlegm eyes sweating loss fever blood fatigue,Pulmonology
feeling of yellowish history stomach abdominal fluid distention consumption of alcohol pain of overload skin swelling vomiting abdomen,Gastroenterology
dealing with pain chest tongue vomiting ulcers stomach cough acidity pain on,Gastroenterology
i have sweating sputum fatigue high heart chest pain phlegm malaise breathlessness cough fast fever rusty rate,Pulmonology
my main issue is vomiting chest cough pain stomach acidity pain,Gastroenterology
suffering from skin itching nodal dischromic rash patches skin eruptions,Dermatology
dealing with abdominal headache vomiting (typhos) nausea fever pain toxic chills belly fatigue constipation pain look high diarrhoea,Infectious
my main issue is skin red loss rash lymph nodes fever lethargy high itching of spots appetite fever mild headache fatigue body swelled over malaise,Infectious
i have dark yellowish fatigue skin urine weight vomiting pain abdominal itching loss,Gastroenterology
i feel chills of joint nausea pain vomiting red pain rash skin pain fatigue fever loss spots body high eyes appetite behind malaise the headache back pain over muscle lately,Infectious
i think it's headache stiff vision visual irritability indigestion disturbances distorted acidity neck hunger depression and blurred excessive,Neurology
experiencing yellowish urine dark vomiting fatigue high skin fever pain abdominal weight loss itching,Gastroenterology
i have vomiting joint eyes skin pain nausea yellowing of dark urine abdominal fatigue pain yellowish,Gastroenterology
experiencing the pain spots fever rash malaise loss skin pain eyes joint vomiting red pain chills over high appetite muscle nausea of back body behind pain fatigue headache,Infectious
i think it's of smell burning bladder discomfort foul micturition urine,Urology
feeling of loss movements vomiting headache spinning balance nausea unsteadiness,
i feel walking muscle joints swelling weakness stiffness neck stiff painful movement lately,Orthopedics
my main issue is contacts in extra high marital fever throat patches,Infectious
feeling altered headache sensorium vomiting,Neurology
i have skin itching nodal patches skin rash eruptions dischromic,Dermatology
i think it's fluid swelling of skin alcohol distention stomach yellowish consumption of vomiting history abdomen overload of,Gastroenterology
i feel diarrhoea sweating fever nausea headache pain vomiting high chills muscle lately,Infectious
i think it's of headache side altered vomiting one weakness sensorium body,Neurology
dealing with lethargy and weight irritability and abnormal eyes menstruation extremeties thyroid swollen enlarged swings fatigue depression feets gain hands nails face cold brittle mood puffy,Endocrinology
i am having joints neck hip pain walking pain painful knee swelling pain joint joint pain,Orthopedics
i feel weakness one sensorium of vomiting headache altered side body lately,Neurology
suffering from silver nails in dents peeling joint dusting pain nails small skin inflammatory like,Dermatology
i have joints walking pain pain joint knee painful pain pain joint hip neck swelling,Orthopedics
feeling pus blackheads rash filled skin pimples,Dermatology
dealing with skin dents skin nails like pain joint rash in dusting nails peeling inflammatory small silver,Dermatology
i think it's blood obesity calf veins cramps legs swollen on fatigue bruising vessels prominent swollen,Cardiology
experiencing balance loss unsteadiness nausea headache spinning movements of vomiting,
experiencing fever headache nausea sweating vomiting diarrhoea pain high chills muscle,Infectious
feeling dehydration eyes sunken diarrhoea vomiting,Gastroenterology
suffering from rash urination itching spotting stomach pain micturition burning skin,Dermatology
dealing with itching of nausea yellowish eyes abdominal vomiting pain yellowing of appetite skin loss,
i think it's family history appetite of of yellowish nausea skin loss yellowing eyes fatigue,Gastroenterology
experiencing sneezing watering eyes chills shivering continuous from,Dermatology
i have headache stiff acidity neck disturbances distorted hunger irritability depression indigestion excessive and blurred vision visual,Neurology
having acute pain yellowing yellowish bleeding vomiting of abdominal appetite failure skin dark pain fatigue of nausea liver joint urine stomach eyes coma loss,Gastroenterology
having vision headache drying slurred and speech nausea anxiety distorted and tingling fatigue hunger irritability sweating palpitations vomiting excessive blurred lips,Endocrinology
suffering from walking joint pain joint neck hip pain swelling pain joints painful,Orthopedics
experiencing nausea of appetite yellowing abdominal vomiting itching of eyes loss pain,
i feel loss yellowing fatigue nausea history of family of skin yellowish eyes appetite lately,Gastroenterology
suffering from sweating rusty rate cough fatigue fast heart chest pain chills fever phlegm malaise breathlessness high sputum,Pulmonology
i think it's irritability swollen extremeties swings abnormal weight eyes gain cold hands enlarged fatigue depression and nails menstruation dizziness thyroid puffy brittle mood face and feets lethargy,Endocrinology
suffering from over body rash mild itching headache appetite fever of red lymph malaise spots fever skin loss nodes fatigue swelled high lethargy,Infectious
experiencing excessive neck hunger depression headache disturbances indigestion visual irritability acidity stiff,Neurology
experiencing skin yellowish weight itching dark urine loss high fatigue vomiting fever,Gastroenterology
i have vomiting yellowish skin of nausea loss appetite abdominal pain itching eyes of yellowing,
dealing with pain nausea of fatigue red fever joint the chills malaise back rash high behind pain skin over headache eyes vomiting pain appetite spots muscle body loss pain,Infectious
i think it's appetite of yellowing family loss fatigue skin yellowish history eyes nausea of,Gastroenterology
i feel rate weight fatigue heart fast excessive abnormal loss sweating muscle menstruation diarrhoea swings weakness hunger irritability mood restlessness lately,Endocrinology
feeling breathlessness pain vomiting chest sweating,Cardiology
experiencing skin silver dents pain rash in dusting nails nails skin small like peeling joint inflammatory,Dermatology
i am having ulcers acidity vomiting tongue cough pain on chest stomach pain,Gastroenterology
i have joint joint pain painful neck joints pain pain walking pain swelling knee hip,Orthopedics
dealing with small nails dusting rash inflammatory skin like nails peeling skin silver in dents,Dermatology
dealing with rash eruptions itching nodal patches dischromic skin skin,Dermatology
suffering from yellowish appetite nausea fatigue urine pain loss pain dark joint skin eyes vomiting of abdominal of yellowing,Gastroenterology
my main issue is of fatigue family eyes yellowish nausea loss yellowing skin history appetite of,Gastroenterology
experiencing patches rash eruptions dischromic itching skin nodal skin,Dermatology
feeling skin pain of itching eyes abdominal appetite yellowing yellowish of nausea loss,
my main issue is sensorium weakness one headache of side body altered vomiting,Neurology
experiencing of abdominal of stomach fluid distention overload history yellowish abdomen vomiting consumption swelling skin pain alcohol of,Gastroenterology
i am having swelled headache fever phlegm lymph chills loss runny of nose sinus malaise redness chest irritation continuous sneezing pain pressure fatigue eyes of congestion muscle pain smell throat high cough nodes,Pulmonology
experiencing pus blackheads skin rash filled pimples,Dermatology
i think it's fever pain vomiting diarrhoea chills sweating high muscle headache,Infectious
i feel nausea diarrhoea pain chills high vomiting fever headache muscle lately,Infectious
my main issue is movements balance of vomiting nausea spinning headache loss,
experiencing phlegm eyes loss chest blood breathlessness high yellowing chills sweating loss swelled fatigue fever in cough of appetite fever of lymph malaise sputum weight mild vomiting pain nodes,Pulmonology
i think it's skin blackheads scurring rash,Dermatology
i am having sweating nausea pain vomiting diarrhoea fever chills high muscle,Infectious
i have dark fatigue pain yellowing of urine urine unsterile skin eyes yellowish receiving abdominal malaise of injections blood itching appetite loss yellow lethargy transfusion receiving,Gastroenterology
experiencing yellowish family history appetite of fatigue nausea skin loss,Gastroenterology
i feel muscle of loss chills runny nodes nose sinus congestion phlegm pain pressure swelled redness throat pain fatigue of fever headache irritation high eyes continuous malaise lymph chest cough sneezing smell lately,Pulmonology
i have fatigue body red rash spots itching over appetite fever high headache skin swelled nodes of lymph lethargy fever malaise loss mild,Infectious
i have eyes lethargy face irritability nails swings swollen puffy enlarged thyroid feets menstruation weight fatigue abnormal brittle and extremeties dizziness hands and depression gain cold mood,Endocrinology
i have peeling rash like small joint skin inflammatory pain skin nails nails silver in dents dusting,Dermatology
i am having pain nausea muscle headache high sweating vomiting diarrhoea fever chills,Infectious
dealing with anxiety lips excessive and palpitations headache vision irritability slurred hunger and nausea blurred tingling sweating speech drying vomiting distorted,Endocrinology
i am having vomiting nausea pain abdominal yellowish of eyes appetite loss skin of yellowing itching,
i feel fever chills vomiting diarrhoea headache (typhos) nausea fatigue pain high pain abdominal toxic belly look lately,Infectious
feeling nausea unsteadiness of balance spinning vomiting loss movements headache,
dealing with disturbances vision excessive blurred irritability acidity indigestion hunger visual distorted headache and stiff neck,Neurology
feeling diarrhoea muscle nausea sweating headache pain vomiting chills,Infectious
having joint skin nails rash like small skin pain dents in nails inflammatory dusting silver peeling,Dermatology
i feel pain yellowish abdominal of dark skin muscle pain appetite nausea of diarrhoea vomiting yellowing loss mild fever urine eyes lately,Gastroenterology
i feel dark muscle diarrhoea eyes skin vomiting pain nausea appetite loss abdominal pain of urine yellowing pain mild yellowish of fever joint lately,Gastroenterology
experiencing cough fever breathlessness family history sputum mucoid high fatigue,Pulmonology
i feel headache movements of loss nausea unsteadiness balance spinning vomiting lately,
feeling pain vomiting diarrhoea appetite pain muscle abdominal loss nausea yellowish dark fever joint mild of of eyes yellowing urine pain skin,Gastroenterology
my main issue is muscle extra wasting fever contacts marital high,Infectious
i have marital fever muscle high in patches wasting contacts extra throat,Infectious
feeling itching stomach rash micturition urination spotting pain burning skin,Dermatology
i am having body headache red fatigue malaise of high lethargy skin appetite mild over loss itching spots fever fever rash,Infectious
having on veins cramps swollen bruising prominent vessels calf obesity fatigue blood legs swollen,Cardiology
i am having eyes dehydration vomiting diarrhoea sunken,Gastroenterology
having movement muscle walking neck stiffness painful joints weakness swelling stiff,Orthopedics
i feel phlegm fatigue heart rate fast cough pain rusty chest breathlessness high chills sputum malaise sweating fever lately,Pulmonology
i am having marital extra wasting throat patches high fever muscle in contacts,Infectious
dealing with and headache irritability acidity neck indigestion stiff visual hunger blurred disturbances distorted vision excessive,Neurology
i am having joint dark of fever eyes pain pain yellowing vomiting pain of abdominal appetite muscle yellowish mild diarrhoea urine nausea skin loss,Gastroenterology
i think it's lymph malaise over appetite loss fever body nodes spots swelled skin fever lethargy rash red high mild headache itching fatigue of,Infectious
feeling balance pain weakness loss dizziness limbs in of neck,Neurology
i feel neck swelling joint joints joint walking pain pain pain knee hip painful pain lately,Orthopedics
having skin loss swelled headache fatigue red mild over rash malaise high of appetite fever spots lethargy lymph nodes itching body fever,Infectious
feeling pain of in sweating appetite fever blood weight breathlessness vomiting phlegm nodes malaise chest high sputum loss fatigue yellowing of mild swelled cough lymph fever loss eyes,Pulmonology
having swings menstruation loss weight sweating mood heart diarrhoea abnormal weakness fatigue muscle restlessness irritability hunger excessive fast rate,Endocrinology
feeling of loss eyes abdominal vomiting yellowing skin itching pain appetite nausea yellowish of,
having weight puffy feets fatigue abnormal depression and lethargy thyroid eyes gain extremeties nails and dizziness enlarged menstruation brittle irritability face swollen hands cold,Endocrinology
i am having pain skin silver peeling small inflammatory dusting like nails dents skin rash joint nails in,Dermatology
my main issue is red rash ooze fever nose around sore skin yellow blister high crust,Dermatology
my main issue is burning urine feel of continuous of micturition urine smell foul discomfort bladder,Urology
i think it's sweating chills loss yellowing swelled mild malaise of cough chest fever high in breathlessness nodes phlegm appetite vomiting of sputum fatigue pain eyes blood lymph fever,Pulmonology
experiencing yellowing urine fever pain muscle dark mild appetite eyes nausea joint loss of vomiting skin of diarrhoea yellowish pain,Gastroenterology
i feel rash scurring skin blackheads lately,Dermatology
suffering from sputum heart breathlessness fast rusty sweating fatigue fever pain malaise cough chills rate high chest phlegm,Pulmonology
i feel urine abdominal yellowing joint muscle fever of pain eyes dark of appetite pain skin vomiting mild nausea loss pain yellowish diarrhoea lately,Gastroenterology
my main issue is mild lymph pain yellowing nodes weight fever loss fatigue of appetite of high malaise loss sweating eyes breathlessness sputum vomiting chest chills phlegm fever blood in swelled,Pulmonology
i am having fatigue palpitations lips drying slurred headache and hunger distorted speech tingling sweating and nausea blurred vomiting vision irritability excessive,Endocrinology
dealing with sputum cough phlegm rate rusty chills fever sweating breathlessness high malaise chest heart fast pain fatigue,Pulmonology
experiencing continuous chills shivering watering eyes sneezing from,Dermatology
dealing with chills diarrhoea muscle high sweating nausea headache vomiting fever pain,Infectious
dealing with sputum rusty cough rate chills phlegm breathlessness pain fatigue high fever malaise heart sweating fast chest,Pulmonology
experiencing high of lymph malaise chills eyes blood chest loss fever pain nodes sweating sputum yellowing breathlessness mild fatigue appetite swelled weight fever in cough phlegm of vomiting loss,Pulmonology
i am having sunken diarrhoea eyes dehydration,Gastroenterology
i feel headache and drying tingling sweating vision hunger irritability vomiting and fatigue anxiety speech palpitations nausea lips excessive blurred distorted slurred lately,Endocrinology
my main issue is limbs pain back neck loss of dizziness weakness in pain balance,Neurology
i am having the vomiting pain malaise of eyes muscle chills behind loss skin fever pain pain headache pain fatigue rash appetite high joint nausea back,Infectious
experiencing burning itching stomach pain urination micturition skin spotting rash,Dermatology
dealing with filled pimples skin scurring rash pus,Dermatology
i am having vomiting muscle pain urine pain fever of dark mild loss yellowing joint diarrhoea pain of nausea abdominal appetite eyes,Gastroenterology
i am having hunger muscle diarrhoea weight heart sweating restlessness irritability abnormal weakness rate menstruation loss fast fatigue swings excessive mood,Endocrinology
i am having of spinning nausea headache unsteadiness balance movements loss vomiting,
i am having high ooze crust yellow sore red nose skin blister fever rash around,Dermatology
i think it's burning micturition rash spotting itching urination skin pain stomach,Dermatology
experiencing headache one body weakness sensorium side of altered,Neurology
i feel breathlessness sweating eyes phlegm of blood appetite malaise swelled weight cough lymph pain yellowing chest loss high of fever sputum in fever fatigue nodes mild loss vomiting lately,Pulmonology
i think it's balance headache nausea loss of vomiting unsteadiness,
i feel sneezing chills watering from eyes shivering continuous lately,Dermatology
i feel muscle patches in high throat marital fever contacts wasting extra lately,Infectious
i feel pain pain abdominal yellowing of appetite dark mild skin nausea vomiting joint eyes yellowish urine pain of muscle loss fever lately,Gastroenterology
i feel appetite fatigue lymph itching fever red over swelled rash headache fever skin spots mild nodes of high lethargy body loss malaise lately,Infectious
i feel fever coma of yellowing stomach skin nausea eyes urine pain liver abdominal bleeding acute loss fatigue of joint high vomiting pain yellowish appetite failure dark lately,Gastroenterology
i think it's diarrhoea fever muscle vomiting high headache nausea chills pain sweating,Infectious
i have of liver loss fever abdominal stomach skin high pain dark failure appetite nausea urine of acute eyes bleeding joint fatigue yellowish coma vomiting pain yellowing,Gastroenterology
i feel rash blackheads scurring pus filled pimples skin lately,Dermatology
i am having around skin yellow high fever red sore nose ooze crust rash,Dermatology
experiencing skin itching rash skin nodal eruptions,Dermatology
feeling balance vomiting spinning of unsteadiness movements nausea loss,
suffering from sunken dehydration vomiting diarrhoea eyes,Gastroenterology
feeling chills fever (typhos) pain diarrhoea look toxic vomiting abdominal fatigue constipation belly pain high nausea headache,Infectious
feeling blurred visual indigestion headache vision and hunger disturbances stiff neck acidity irritability excessive distorted depression,Neurology
experiencing history sputum mucoid fatigue high fever cough family,Pulmonology
dealing with discomfort bladder urine of feel foul continuous urine smell of,Urology
i am having walking painful stiff muscle joints movement weakness neck swelling stiffness,Orthopedics
feeling blurred lips distorted and sweating vomiting vision fatigue irritability palpitations slurred nausea headache drying speech and excessive anxiety hunger tingling,Endocrinology
i am having pain skin itching stomach spotting rash urination,Dermatology
experiencing stiffness muscle swelling neck painful stiff movement joints weakness walking,Orthopedics
i am having skin distention vomiting overload consumption alcohol of of pain history fluid swelling abdominal abdomen yellowish stomach of,Gastroenterology
i feel skin rash pimples filled blackheads scurring pus lately,Dermatology
experiencing pain itching burning rash skin spotting urination micturition stomach,Dermatology
i think it's pain loss fatigue joint nausea abdominal pain appetite urine vomiting skin of dark of yellowing yellowish eyes,Gastroenterology
feeling neck and acidity distorted headache disturbances vision blurred visual hunger indigestion excessive irritability depression stiff,Neurology
i feel skin of urine abdominal loss nausea eyes dark yellowish pain fatigue of appetite pain joint yellowing lately,Gastroenterology
feeling joints stiffness weakness stiff movement neck painful swelling muscle walking,Orthopedics
suffering from headache and neck hunger irritability stiff depression indigestion acidity blurred vision distorted excessive,Neurology
i feel vision blurred stiff acidity depression excessive disturbances visual distorted indigestion headache hunger neck irritability and lately,Neurology
i have vomiting abdominal look fatigue nausea pain high diarrhoea belly toxic chills (typhos) constipation fever pain,Infectious
i am having of fatigue appetite yellowing eyes history loss of nausea yellowish skin family,Gastroenterology
experiencing pain joints neck pain walking pain joint knee painful joint hip swelling pain,Orthopedics
having high the vomiting joint of red skin nausea headache pain rash chills eyes over fever fatigue appetite loss pain pain body behind spots pain malaise back muscle,Infectious
i think it's rash spotting skin itching micturition burning urination,Dermatology
i am having chest sweating pain breathlessness vomiting,Cardiology
feeling malaise receiving appetite yellow itching lethargy injections blood urine dark of receiving fatigue skin transfusion pain yellowish loss of eyes yellowing unsterile urine abdominal,Gastroenterology
i have chills nausea vomiting muscle fever pain high sweating headache,Infectious
my main issue is drying and hunger excessive tingling lips headache anxiety vomiting slurred nausea palpitations fatigue sweating speech irritability,Endocrinology
dealing with spots skin malaise high red loss swelled lethargy mild lymph headache over fatigue of rash appetite fever fever nodes body,Infectious
i have pain breathlessness vomiting sweating chest,Cardiology
having yellowish pain skin abdominal dark loss fatigue weight itching vomiting urine,Gastroenterology
i am having urination pain spotting rash stomach itching skin micturition burning,Dermatology
dealing with fever phlegm sweating rusty breathlessness sputum fatigue rate malaise cough chills heart chest fast pain high,Pulmonology
experiencing high chills muscle fever pain sweating headache vomiting diarrhoea,Infectious
i am having continuous shivering from watering sneezing eyes,Dermatology
experiencing hunger headache palpitations sweating tingling slurred irritability blurred vomiting and lips distorted excessive drying fatigue speech and vision anxiety,Endocrinology
i have of itching passage abdominal vomiting gases pain appetite internal loss of,Gastroenterology
feeling joint swelling joints pain neck joint pain pain walking pain hip painful knee,Orthopedics
feeling on obesity blood swollen bruising vessels veins legs prominent fatigue calf swollen,Cardiology
i am having cough chest phlegm pain swelled fever in chills appetite nodes weight yellowing loss eyes breathlessness malaise blood of lymph vomiting fatigue sputum sweating of mild loss,Pulmonology
i feel abdominal pain vomiting appetite loss itching yellowish nausea eyes of skin of yellowing lately,
feeling yellowish nausea vomiting fever dark urine skin appetite of yellowing of pain mild diarrhoea muscle pain loss joint eyes,Gastroenterology
suffering from fatigue nails irritability gain dizziness puffy extremeties weight face abnormal and feets and depression thyroid cold mood swings menstruation eyes brittle swollen hands enlarged,Endocrinology
suffering from one weakness headache sensorium of body altered side,Neurology
dealing with of vomiting pain joint loss body rash fatigue appetite pain nausea high the pain headache red eyes chills skin over malaise behind fever spots back,Infectious
having abdomen stomach fluid overload of consumption yellowish of skin swelling distention alcohol of history vomiting,Gastroenterology
i have blackheads skin rash scurring,Dermatology
suffering from swollen cramps calf vessels veins prominent on bruising swollen obesity fatigue blood legs,Cardiology
i have unsteadiness spinning of headache nausea vomiting balance loss movements,
i am having skin rash eruptions nodal patches dischromic skin,Dermatology
i am having loss menstruation rate heart fast irritability hunger diarrhoea restlessness sweating abnormal fatigue weight muscle excessive weakness,Endocrinology
experiencing fever of urine mild skin nausea muscle pain abdominal dark loss yellowing pain joint pain diarrhoea eyes yellowish appetite of vomiting,Gastroenterology
i feel nausea history family loss appetite of yellowing of yellowish fatigue eyes skin lately,Gastroenterology
i think it's swollen legs bruising blood vessels on prominent swollen veins fatigue cramps obesity calf,Cardiology
i feel urine yellowing pain skin liver nausea fever dark of loss acute coma of joint bleeding vomiting stomach high failure yellowish abdominal appetite pain eyes fatigue lately,Gastroenterology
my main issue is swelling painful pain pain walking neck joint joint hip pain knee joints pain,Orthopedics
i feel skin of yellowing family yellowish fatigue history appetite nausea loss of eyes lately,Gastroenterology
suffering from legs cramps blood swollen calf bruising veins fatigue on swollen vessels prominent,Cardiology
my main issue is pain sweating breathlessness vomiting chest,Cardiology
i feel breathlessness history family fever high fatigue cough lately,Pulmonology
feeling of appetite nausea family eyes yellowing of loss fatigue history,Gastroenterology
my main issue is stiff neck movement muscle weakness painful walking stiffness,Orthopedics
dealing with nose around yellow sore high skin ooze blister rash fever red crust,Dermatology
i have eyes unsterile receiving blood itching appetite pain fatigue transfusion of of skin yellowish malaise yellow abdominal yellowing receiving urine injections lethargy loss,Gastroenterology
i feel dark abdominal fever vomiting skin itching urine weight yellowish fatigue pain loss high lately,Gastroenterology
i feel itching pain gases appetite loss of vomiting of indigestion passage internal abdominal lately,Gastroenterology
i feel back balance pain loss of neck dizziness pain lately,Neurology
experiencing cough stomach tongue ulcers chest pain vomiting acidity on pain,Gastroenterology
suffering from sensorium one of headache side weakness altered body,Neurology
dealing with sweating vomiting breathlessness,Cardiology
i have urine foul bladder smell of of continuous discomfort feel urine micturition burning,Urology
i feel dischromic patches rash skin itching lately,Dermatology
i have vomiting sunken eyes diarrhoea,Gastroenterology
feeling fever cough chest high swelled vomiting lymph pain appetite yellowing breathlessness blood of fatigue eyes nodes loss mild of in fever malaise sputum phlegm chills sweating,Pulmonology
experiencing history breathlessness sputum fever high mucoid family cough fatigue,Pulmonology
i think it's one sensorium of body weakness vomiting side headache altered,Neurology
having eruptions dischromic rash nodal skin patches skin,Dermatology
my main issue is neck pain weakness dizziness back limbs in pain,Neurology
dealing with of fatigue body vomiting pain appetite malaise rash eyes muscle skin over pain pain behind pain red spots nausea joint loss back chills the headache,Infectious
dealing with weakness headache altered body one vomiting of sensorium side,Neurology
suffering from of of history abdomen swelling skin pain yellowish alcohol vomiting consumption abdominal of distention stomach,Gastroenterology
feeling slurred and drying and lips anxiety tingling speech excessive headache distorted blurred nausea fatigue sweating hunger palpitations irritability vision,Endocrinology
my main issue is in muscle throat high extra fever marital patches contacts wasting,Infectious
feeling swelled of muscle redness throat fatigue pressure sinus lymph cough smell nose loss congestion fever malaise nodes eyes of pain headache phlegm chest high irritation pain runny chills,Pulmonology
i am having of vomiting pain nausea skin fatigue appetite urine eyes abdominal pain joint dark loss yellowish yellowing of,Gastroenterology
experiencing high headache chills spots fever of fatigue pain appetite the back nausea pain red skin eyes muscle over pain malaise rash vomiting joint behind loss body pain,Infectious
i am having pain acidity chest vomiting stomach pain tongue cough ulcers on,Gastroenterology
my main issue is chills of congestion sinus continuous pressure nodes pain phlegm eyes cough lymph pain loss high throat sneezing nose malaise of redness irritation runny swelled smell muscle headache fever fatigue chest,Pulmonology
having sensorium vomiting of altered weakness headache one body side,Neurology
suffering from headache mild swelled appetite rash itching fatigue lethargy spots loss nodes over fever malaise lymph red high of body skin fever,Infectious
experiencing nausea failure acute of coma loss pain stomach pain high abdominal bleeding of yellowish yellowing liver urine fatigue joint dark skin vomiting eyes fever appetite,Gastroenterology
feeling cough on vomiting pain acidity pain chest tongue stomach ulcers,Gastroenterology
i am having from watering continuous chills eyes shivering sneezing,Dermatology
suffering from nausea yellowing loss pain joint muscle appetite dark vomiting eyes diarrhoea of fever abdominal skin urine pain yellowish of mild pain,Gastroenterology
i have one body vomiting sensorium weakness altered side headache of,Neurology
i feel skin eruptions itching nodal patches dischromic lately,Dermatology
i have mucoid cough breathlessness fever high sputum fatigue,Pulmonology
experiencing pain silver skin joint dusting rash nails small like inflammatory peeling nails skin in dents,Dermatology
my main issue is contacts throat muscle patches fever extra high wasting in marital,Infectious
my main issue is side vomiting weakness of altered one headache sensorium body,Neurology
my main issue is belly pain headache pain vomiting diarrhoea chills high toxic nausea abdominal fatigue look fever (typhos) constipation,Infectious
i have yellowing nausea yellowish urine diarrhoea pain mild of of dark fever eyes muscle loss appetite abdominal pain vomiting skin,Gastroenterology
i think it's swollen eyes cold puffy lethargy brittle weight abnormal extremeties dizziness swings hands and enlarged mood face feets and menstruation thyroid gain nails fatigue depression irritability,Endocrinology
i feel family fever fatigue breathlessness sputum mucoid high history lately,Pulmonology
dealing with high diarrhoea fever headache muscle sweating chills pain nausea vomiting,Infectious
my main issue is in contacts high wasting muscle extra throat marital patches fever,Infectious
experiencing vomiting sunken dehydration eyes,Gastroenterology
suffering from receiving urine injections skin lethargy appetite itching loss blood abdominal pain receiving yellowish yellow malaise unsterile of yellowing eyes of transfusion fatigue dark urine,Gastroenterology
suffering from pain loss chills continuous nose fatigue sinus congestion pain muscle of irritation fever pressure phlegm swelled cough of runny nodes lymph headache smell malaise throat sneezing chest high redness eyes,Pulmonology
i feel disturbances visual neck hunger and blurred headache excessive depression irritability distorted acidity indigestion vision stiff lately,Neurology
i am having chills belly high fatigue abdominal diarrhoea pain vomiting pain constipation nausea fever headache,Infectious
having of pain vomiting appetite of skin itching loss nausea eyes yellowish yellowing abdominal,
